# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=150,gain=60,cFreq=3408100000.0,PW=0.00025,T=20,bw=1000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"info","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"warning","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,ul_olla,dl_olla,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_ul_olla,ue_dl_olla,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-03 06:35:14.188539,51,1400,600,1,0,0,0,0.0107,0.0133,0,0,1,4usec,36usec,466.0,32kbps,22kbps,4.5ms,4.5ms,4.5ms,4.5ms,0x4601,455.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,11,1.0,11,33kbps,13,2,13%,0,114,28.3,-1.2,1,25,23kbps,5,2,28%,112,3.91k,5,1,0,1,0,0,310ns,n/a,3,4.5ms,4.5ms,4.5ms,4.25ms,4ms,,,0,4601,-105.0,-10.5,19.0,,,,,
2025-06-03 06:35:15.188578,51,1400,600,0,0,0,2,0.00429,0.167,0,0,1,8usec,34usec,528.6,7.0kbps,1.6Mbps,4.5ms,4.5ms,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,n/a,4.5ms,,,,4601,1,13,1.0,22,7.5kbps,5,1,16%,0,12,31.5,-1.3,1,27,1.6Mbps,100,0,0%,1705,2.01k,0,0,0,0,0,0,382ns,n/a,-2,4.5ms,4.5ms,4.49ms,4.17ms,n/a,-0.19700003,,0,4601,-105.0,-11.0,18.5,6.0,5.45,45.7,0.0,644.0
2025-06-03 06:35:16.188617,51,1400,600,0,0,37,2,0.774,0.153,0,0,1,13usec,42usec,631.11,33Mbps,1.4Mbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,12,1.0,21,33Mbps,1054,21,1%,515k,52720,31.9,-1.1,1,27,1.4Mbps,92,0,0%,1432,0,6,0,0,0,0,0,338ns,n/a,1,4.49ms,4.5ms,4.46ms,4.04ms,3.96ms,-0.19700003,0.7399935,0,4601,-105.0,-11.0,18.0,6.0,5.38,45.1,0.0,896.0
2025-06-03 06:35:17.188629,51,1400,600,0,0,49,0,1,0.107,0,0,1,13usec,37usec,699.13,43Mbps,441kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,12,1.0,22,43Mbps,1262,138,9%,786k,69143,33.4,ovl,1,27,442kbps,64,0,0%,456,0,30,0,0,0,0,0,140ns,n/a,1,4.41ms,4.5ms,4.16ms,4.02ms,3.95ms,-0.19700003,0.6339784,0,4601,-105.0,-11.0,19.0,6.0,5.38,45.1,0.0,1.12
2025-06-03 06:35:18.188596,51,1400,600,0,0,49,0,1,0.11,0,0,1,13usec,40usec,815.16,43Mbps,458kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,12,1.0,22,43Mbps,1256,144,10%,1.07M,69122,33.5,ovl,1,27,459kbps,65,0,0%,480,142,34,0,0,0,0,0,145ns,n/a,1,4.46ms,4.5ms,4.22ms,4.02ms,3.94ms,-0.19700003,0.4669634,0,4601,-105.0,-10.5,18.5,6.0,5.25,44.0,0.0,1.37
2025-06-03 06:35:19.188507,51,1400,600,0,0,49,0,1,0.11,0,0,1,13usec,38usec,878.16,44Mbps,474kbps,4.5ms,4.5ms,4ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4ms,,,,4601,1,12,1.0,22,44Mbps,1303,97,6%,1.23M,69122,33.3,ovl,1,27,474kbps,67,0,0%,482,745,27,0,0,0,0,0,152ns,n/a,1,4.44ms,4.5ms,4.22ms,4ms,3.94ms,-0.19700003,0.764948,0,4601,-105.0,-10.5,19.0,6.0,5.25,44.0,0.0,1.61
2025-06-03 06:35:20.188570,51,1400,600,0,0,49,0,1,0.107,0,0,1,13usec,38usec,1002.6,43Mbps,438kbps,4.5ms,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4ms,,,,4601,1,12,1.0,22,43Mbps,1265,135,9%,1.56M,69125,33.3,ovl,1,27,438kbps,64,0,0%,452,535,32,0,0,0,0,0,158ns,n/a,1,4.45ms,4.5ms,4.2ms,4ms,3.96ms,-0.19700003,0.72193295,0,4601,-105.0,-10.5,19.5,6.0,4.88,40.9,0.0,1.86
2025-06-03 06:35:21.188461,51,1400,600,0,0,49,0,1,0.103,0,0,1,15usec,888usec,62.16,42Mbps,431kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,12,1.0,22,42Mbps,1261,139,9%,1.82M,69100,33.0,-0.1,1,27,431kbps,62,0,0%,445,142,31,1,1,0,0,0,171ns,n/a,1,4.42ms,4.5ms,4.27ms,4.01ms,3.94ms,-0.19700003,0.60891795,0,4601,-105.0,-11.0,19.0,6.0,4.62,38.8,0.0,2.09
2025-06-03 06:35:22.188468,51,1400,600,0,0,49,0,1,0.11,0,0,1,13usec,41usec,194.6,42Mbps,464kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,12,1.0,22,42Mbps,1261,139,9%,2M,69122,32.2,-0.0,1,27,464kbps,66,0,0%,479,0,27,0,0,0,0,0,379ns,n/a,1,4.48ms,4.5ms,4.25ms,4.04ms,3.94ms,-0.19700003,0.5729038,0,4601,-105.0,-11.0,19.5,6.0,4.38,36.7,0.0,2.31
2025-06-03 06:35:23.188477,51,1400,600,0,0,49,0,1,0.0883,0,0,1,13usec,58usec,298.8,39Mbps,361kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,12,1.0,22,39Mbps,1194,206,14%,2.18M,69184,31.7,-0.1,1,27,362kbps,51,1,1%,408,1.45k,49,0,0,0,0,0,384ns,n/a,1,4.46ms,4.5ms,4.3ms,4.03ms,3.94ms,-0.29600003,,0,4601,-105.0,-11.0,18.5,6.0,4.25,35.7,0.0,2.37
2025-06-03 06:35:24.188445,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,42usec,394.6,39Mbps,350kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,12,1.0,21,39Mbps,1194,206,14%,2.11M,69132,32.2,-0.0,1,27,351kbps,51,0,0%,350,0,50,0,0,0,0,0,326ns,n/a,1,4.46ms,4.5ms,4.32ms,4.02ms,3.93ms,-0.29600003,0.7618761,0,4601,-106.0,-11.0,17.5,6.0,4.38,36.7,0.0,2.37
2025-06-03 06:35:25.188557,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,41usec,550.2,39Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,12,1.0,22,39Mbps,1197,203,14%,2.13M,68974,33.0,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,164ns,n/a,1,4.45ms,4.5ms,4.23ms,4.01ms,3.93ms,-0.29600003,0.88586223,0,4601,-106.0,-11.0,17.5,6.0,4.0,33.6,0.0,2.37
2025-06-03 06:35:26.188410,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,40usec,566.6,37Mbps,339kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,11,1.0,21,37Mbps,1180,220,15%,2.23M,69163,33.0,ovl,1,27,339kbps,50,0,0%,350,0,50,2,0,0,0,0,162ns,n/a,1,4.46ms,4.5ms,4.22ms,4.02ms,3.94ms,-0.29600003,,0,4601,-106.0,-11.0,18.0,6.0,4.12,34.6,0.0,2.37
2025-06-03 06:35:27.188338,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,41usec,658.16,36Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,11,1.0,20,36Mbps,1188,212,15%,2.16M,69174,33.1,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,144ns,n/a,1,4.45ms,4.5ms,4.25ms,4.01ms,3.94ms,-0.29600003,,0,4601,-106.0,-11.0,18.0,6.0,4.0,33.6,0.0,2.37
2025-06-03 06:35:28.188385,51,1400,600,0,0,49,0,1,0.0817,0,0,1,13usec,34usec,755.16,37Mbps,332kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,11,1.0,21,37Mbps,1194,206,14%,2.15M,69111,33.3,ovl,1,27,332kbps,49,0,0%,343,0,49,0,0,0,0,0,152ns,n/a,1,4.45ms,4.5ms,4.24ms,4.04ms,3.94ms,-0.29600003,,0,4601,-106.0,-11.0,17.5,6.0,4.12,34.6,0.0,2.37
2025-06-03 06:35:29.188371,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,33usec,928.16,36Mbps,345kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,11,1.0,20,36Mbps,1178,222,15%,2.15M,69002,33.2,ovl,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,160ns,n/a,1,4.44ms,4.5ms,4.25ms,4.01ms,3.94ms,-0.29600003,0.8878116,0,4601,-106.0,-11.0,18.0,6.0,4.0,33.6,0.0,2.37
2025-06-03 06:35:30.188454,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,35usec,1019.3,36Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,11,1.0,20,36Mbps,1192,208,14%,2.11M,69121,32.4,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,320ns,n/a,1,4.46ms,4.5ms,4.27ms,4.01ms,3.93ms,-0.29600003,0.96279776,0,4601,-106.0,-11.0,18.0,6.0,4.12,34.6,0.0,2.37
2025-06-03 06:35:31.188398,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,42usec,78.15,37Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,11,1.0,21,37Mbps,1181,219,15%,2.15M,69114,32.0,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,380ns,n/a,1,4.45ms,4.5ms,4.31ms,4.02ms,3.94ms,-0.29600003,0.9447841,0,4601,-106.0,-11.0,17.5,6.0,4.12,34.6,0.0,2.37
2025-06-03 06:35:32.188324,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,40usec,205.6,36Mbps,339kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,11,1.0,20,36Mbps,1182,218,15%,2.1M,69132,32.3,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,345ns,n/a,1,4.45ms,4.5ms,4.28ms,4.05ms,3.94ms,-0.29600003,0.9057801,0,4601,-106.0,-11.0,18.0,6.0,4.12,34.6,0.0,2.37
2025-06-03 06:35:33.188279,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,50usec,292.15,37Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,11,1.0,21,37Mbps,1199,201,14%,2.23M,69044,32.8,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,238ns,n/a,1,4.47ms,4.5ms,4.22ms,4.02ms,3.93ms,-0.29600003,1.058789,0,4601,-106.0,-11.0,18.0,6.0,4.25,35.7,0.0,2.37
2025-06-03 06:35:34.188268,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,38usec,379.3,38Mbps,339kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,11,1.0,21,38Mbps,1205,195,13%,2.26M,69114,33.2,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,137ns,n/a,1,4.46ms,4.5ms,4.25ms,4.02ms,3.93ms,-0.29600003,1.2628438,0,4601,-106.0,-11.0,18.0,6.0,3.88,32.5,0.0,2.37
