# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=50,gain=60,cFreq=3405100000.0,PW=5e-05,T=20,bw=2000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"info","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"debug","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,events,slot,type,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_events,ue_slot,ue_type,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-05 11:00:58.902434,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,14usec,512.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:00:59.902381,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,24usec,631.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:00.902381,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,19usec,762.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:01.902329,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,18usec,781.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:02.902417,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,55usec,968.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:03.902386,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,19usec,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:04.902434,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,16usec,69.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:05.902327,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,14usec,196.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:06.902424,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,257.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:07.902430,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,19usec,432.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:08.902328,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,20usec,528.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:09.902460,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,16usec,572.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:10.902316,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,21usec,669.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:11.902345,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,19usec,818.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:12.902383,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,22usec,891.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:13.902298,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,16usec,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:14.902403,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,20usec,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 11:01:15.902361,51,1400,600,1,0,0,0,0.00357,0.00667,0,0,1,4usec,32usec,222.0,8.0kbps,12kbps,4.5ms,5ms,4.5ms,4.5ms,0x4601,218.19,ue_create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4601,15,1.0,24,8.2kbps,5,0,0%,0,31,0,30.0,-7.7,1,22,13kbps,3,0,0%,36,0,3,0,0,0,0,0,0,173ns,n/a,8,4.67ms,5ms,4.33ms,4.5ms,4.08ms,,,,,,6.0,4.71,39.5,0.0,308.0
2025-06-05 11:01:16.902306,51,1400,600,0,0,0,0,0.00786,0.0133,0,0,1,5usec,31usec,244.0,5.0kbps,47kbps,4.5ms,6.5ms,4.5ms,,0x4601,233.1,ue_reconf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,n/a,,,,1,4601,12,1.0,9,5.8kbps,11,0,0%,0,47,0,30.8,-7.1,1,28,47kbps,8,0,0%,65,0,7,0,0,0,0,0,0,386ns,n/a,6,4.81ms,6.5ms,4.38ms,n/a,4.17ms,,,,,,6.0,5.75,48.2,0.0,575.0
2025-06-05 11:01:17.902371,51,1400,600,0,0,0,0,0,0,0,0,1,4usec,23usec,408.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,n/a,n/a,,,,1,4601,12,1.0,0,0bps,0,0,0%,0,0,0,n/a,n/a,1,0,0bps,0,0,0%,0,0,0,0,0,0,0,0,0,398ns,n/a,6,n/a,n/a,n/a,n/a,n/a,,,,,,6.0,5.62,47.2,0.0,835.0
2025-06-05 11:01:18.902281,51,1400,600,0,0,0,0,0.000714,0.00333,0,0,0,4usec,24usec,522.16,,,,,,,0x4601,527.8,ue_rem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4602,-107.0,-10.5,17.0,6.0,5.38,45.1,0.0,1.08
2025-06-05 11:01:19.902408,51,1400,600,1,0,0,0,0.0136,0.0183,0,0,1,6usec,32usec,574.0,11kbps,50kbps,4.5ms,4.5ms,4.5ms,,0x4602,550.7,ue_create,,0x4602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,n/a,,,,1,4602,10,1.0,8,11kbps,17,2,10%,0,105,-0.012,31.1,-0.2,1,26,50kbps,10,0,0%,76,0,9,0,0,1,0,0,0,77ns,n/a,0,4.5ms,4.5ms,4.35ms,n/a,4.06ms,1,4602,-106.0,-10.5,17.5,6.0,5.38,45.1,0.0,1.34
2025-06-05 11:01:20.902335,51,1400,600,0,0,0,0,0.00357,0.01,0,0,1,8usec,23usec,644.6,7.0kbps,33kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,n/a,,,,1,4602,13,1.0,22,7.4kbps,5,0,0%,0,10,-0.0069999993,32.6,ovl,1,27,33kbps,6,0,0%,34,0,5,0,0,0,0,0,0,154ns,n/a,0,4.5ms,4.5ms,4.25ms,n/a,4.1ms,1,4602,-105.0,-10.5,18.0,6.0,5.38,45.1,0.0,1.59
2025-06-05 11:01:21.902433,51,1400,600,0,0,0,0,0.00286,0.00333,0,0,1,9usec,44usec,761.6,3.0kbps,9.0kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,n/a,,,,1,4602,13,1.0,18,3.6kbps,3,1,25%,0,8,-0.0139999995,32.2,ovl,1,27,9.7kbps,2,0,0%,10,0,2,0,0,0,0,0,0,182ns,n/a,0,4.5ms,4.5ms,4.5ms,n/a,4ms,1,4602,-105.0,-11.0,17.5,6.0,5.38,45.1,0.0,1.86
2025-06-05 11:01:22.902332,51,1400,600,0,0,0,0,0.00357,0.0133,0,0,1,8usec,28usec,838.5,6.0kbps,48kbps,4.5ms,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4ms,,,,1,4602,10,1.0,20,6.8kbps,5,0,0%,0,10,-0.0079999985,29.1,-3.7,1,27,49kbps,6,2,25%,96,0,5,0,0,0,0,0,-0.19800003,373ns,n/a,0,4.5ms,4.5ms,4.5ms,4ms,4.25ms,1,4602,-106.0,-11.0,17.0,6.0,5.0,41.9,0.0,2.12
2025-06-05 11:01:23.911950,51,1400,600,0,0,9,0,0.218,0.06,0,0,1,10usec,44usec,1023.16,8.4Mbps,235kbps,4.5ms,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4ms,,,,1,4602,13,1.0,22,8.4Mbps,276,20,6%,67.7k,13289,0.04199997,31.7,-5.7,1,27,236kbps,36,0,0%,243,0,23,0,0,0,0,0,-0.19800003,372ns,n/a,-1,4.5ms,4.5ms,4.35ms,4ms,4ms,1,4602,-104.0,-11.0,18.0,6.0,5.25,44.0,0.0,2.38
2025-06-05 11:01:24.902504,51,1400,600,0,0,48,0,0.991,0.108,0,0,1,15usec,44usec,45.3,43Mbps,440kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,1,4602,12,1.0,22,43Mbps,1324,64,4%,205k,68487,,32.0,-4.1,1,27,441kbps,65,0,0%,455,0,47,0,0,0,0,0,-0.19800003,334ns,n/a,-1,4.48ms,4.5ms,4.24ms,4.02ms,4ms,1,4602,-105.0,-10.5,17.5,6.0,5.25,44.0,0.0,2.42
2025-06-05 11:01:25.902384,51,1400,600,0,0,49,0,1,0.0917,0,0,1,15usec,60usec,146.16,46Mbps,373kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,1,4602,12,1.0,23,46Mbps,1298,102,7%,500k,69173,0.899979,32.8,-3.5,1,27,373kbps,55,0,0%,385,0,49,0,0,0,0,0,-0.19800003,146ns,n/a,-1,4.47ms,4.5ms,4.2ms,4.01ms,4ms,1,4602,-105.0,-10.5,17.5,6.0,5.25,44.0,0.0,2.42
2025-06-05 11:01:26.902410,51,1400,600,0,0,49,0,1,0.0933,0,0,1,15usec,42usec,301.3,45Mbps,389kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,1,4602,12,1.0,23,45Mbps,1292,108,7%,773k,69146,1.0859809,32.7,-3.6,1,27,390kbps,56,0,0%,402,0,49,0,0,0,0,0,-0.19800003,144ns,n/a,-1,4.49ms,4.5ms,4.28ms,4.02ms,4ms,1,4602,-105.0,-10.5,18.0,6.0,5.12,43.0,0.0,2.42
