# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=200,gain=60,cFreq=3408100000.0,PW=0.00035000000000000005,T=20,bw=2000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"info","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"info","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ul_olla,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_ul_olla,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-05 15:42:41.605482,51,1400,600,1,0,0,0,0.01,0.0133,0,0,1,4usec,35usec,555.17,31kbps,54kbps,4.5ms,5ms,4.5ms,0x4601,551.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,11,1.0,13,32kbps,13,0,0%,95,112,0.0060000005,27.5,-1.7,1,25,55kbps,6,1,14%,112,2.01k,5,0,0,1,0,0,151ns,n/a,-6,4.58ms,5ms,4.36ms,n/a,n/a,4.04ms,,0,4601,-104.0,-10.5,18.5,,,,,
2025-06-05 15:42:42.605529,51,1400,600,0,0,0,2,0.00643,0.167,0,0,1,8usec,27usec,651.11,15kbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,13,1.0,23,16kbps,10,0,0%,0,18,0.014000001,31.8,-2.6,1,27,1.6Mbps,100,0,0%,1689,2.01k,0,0,0,0,0,0,230ns,n/a,-3,4.5ms,4.5ms,4.5ms,4.33ms,4.5ms,4ms,-0.09800001,0,4601,-104.0,-10.5,18.0,6.0,5.08,42.6,0.0,537.0
2025-06-05 15:42:43.605471,51,1400,600,0,0,18,2,0.394,0.167,0,0,1,11usec,36usec,743.4,13Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,11,1.0,17,13Mbps,528,15,2%,345k,26457,0.3479991,32.1,-2.7,1,27,1.6Mbps,100,0,0%,1692,2.01k,0,0,0,0,0,0,142ns,n/a,-3,4.5ms,4.5ms,4.45ms,4.1ms,4.5ms,3.95ms,-0.09800001,0,4601,-105.0,-10.5,17.5,6.0,5.75,48.2,0.0,803.0
2025-06-05 15:42:44.605644,51,1400,600,0,0,49,1,1,0.125,0,0,1,13usec,40usec,851.11,40Mbps,599kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,10,1.0,19,40Mbps,1398,2,0%,498k,69163,,32.2,-0.3,1,27,599kbps,75,0,0%,619,384,21,0,0,0,0,0,154ns,n/a,0,4.48ms,4.5ms,4.28ms,4.02ms,4.5ms,3.95ms,-0.09800001,0,4601,-104.0,-10.5,18.5,6.0,5.38,45.1,0.0,1.06
2025-06-05 15:42:45.605523,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,36usec,882.15,49Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,24,49Mbps,1267,133,9%,864k,69133,,32.3,ovl,1,27,339kbps,50,0,0%,350,0,48,0,0,0,0,0,161ns,n/a,0,4.47ms,4.5ms,4.25ms,4.02ms,4.5ms,3.94ms,-0.09800001,0,4601,-104.0,-10.5,18.0,6.0,5.25,44.0,0.0,1.34
2025-06-05 15:42:46.605493,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,37usec,983.16,48Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,24,48Mbps,1272,128,9%,1.1M,68997,,31.9,ovl,1,27,346kbps,51,0,0%,357,0,46,0,0,0,0,0,252ns,n/a,0,4.48ms,4.5ms,4.27ms,4.03ms,4.5ms,3.94ms,-0.09800001,0,4601,-104.0,-10.5,18.0,6.0,5.38,45.1,0.0,1.51
2025-06-05 15:42:47.605618,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,40usec,85.3,48Mbps,344kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,24,48Mbps,1268,132,9%,1.19M,69042,1.5101966,31.5,-0.0,1,27,344kbps,50,0,0%,355,0,48,0,0,0,0,0,381ns,n/a,0,4.48ms,4.5ms,4.28ms,4.02ms,4.5ms,3.94ms,-0.09800001,0,4601,-104.0,-10.5,18.5,6.0,5.38,45.1,30.0,1.12
2025-06-05 15:42:48.605568,51,1400,600,0,0,49,0,1,0.085,0,0,1,14usec,91usec,198.12,48Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,24,48Mbps,1268,132,9%,936k,69006,1.5082561,31.6,ovl,1,27,346kbps,51,0,0%,357,0,42,1,3,1,0,0,322ns,n/a,0,4.46ms,4.5ms,4.27ms,4.03ms,4.5ms,3.94ms,-0.09800001,0,4601,-104.0,-10.5,18.5,6.0,5.38,45.1,0.0,1.23
2025-06-05 15:42:49.605625,51,1400,600,0,0,49,0,1,0.107,0,0,1,13usec,40usec,287.3,44Mbps,490kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,23,44Mbps,1226,174,12%,1.03M,69101,1.105284,31.4,-0.3,1,27,490kbps,63,1,1%,528,1.45k,31,0,0,0,0,0,227ns,n/a,0,4.5ms,4.5ms,4.31ms,4.02ms,4.5ms,3.95ms,-0.19700003,0,4601,-104.0,-10.5,18.0,6.0,3.38,28.3,0.0,1.31
2025-06-05 15:42:50.605506,51,1400,600,0,0,49,0,1,0.0867,0,0,1,13usec,40usec,425.1,38Mbps,362kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,21,38Mbps,1156,244,17%,1.26M,68935,-0.004718179,32.0,-0.1,1,27,363kbps,52,0,0%,374,0,45,0,0,0,0,0,139ns,n/a,0,4.47ms,4.5ms,4.27ms,4.01ms,4.5ms,3.94ms,-0.19700003,0,4601,-104.0,-10.5,18.0,6.0,2.25,18.9,0.0,1.38
2025-06-05 15:42:51.605558,51,1400,600,0,0,49,0,1,0.0933,0,0,1,13usec,49usec,528.1,22Mbps,381kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,7,1.0,12,22Mbps,1326,74,5%,1.37M,69077,0.50727373,32.0,-0.0,1,27,382kbps,56,0,0%,394,0,39,0,0,0,0,0,141ns,n/a,0,4.49ms,4.5ms,4.28ms,4.02ms,4.5ms,3.95ms,-0.19700003,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,1.44
2025-06-05 15:42:52.605571,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,37usec,615.3,21Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,7,1.0,12,21Mbps,1273,127,9%,1.48M,69008,0.4922588,31.9,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,145ns,n/a,0,4.49ms,4.5ms,4.23ms,4.04ms,4.5ms,3.94ms,-0.19700003,0,4601,-105.0,-11.0,18.0,6.0,2.38,19.9,0.0,1.48
2025-06-05 15:42:53.605603,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,42usec,683.0,21Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,7,1.0,12,21Mbps,1279,121,8%,1.48M,69087,0.53324383,32.2,ovl,1,27,339kbps,50,0,0%,350,0,49,0,0,0,0,0,153ns,n/a,0,4.45ms,4.5ms,4.3ms,4.01ms,4.5ms,3.94ms,-0.19700003,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,1.51
2025-06-05 15:42:54.605514,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,49usec,796.15,21Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,7,1.0,12,21Mbps,1271,129,9%,1.52M,69057,0.4992289,32.0,ovl,1,27,339kbps,50,0,0%,350,0,48,0,0,0,0,0,185ns,n/a,0,4.47ms,4.5ms,4.27ms,4.01ms,4.5ms,3.93ms,-0.19700003,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,1.53
2025-06-05 15:42:55.605505,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,41usec,897.16,21Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,7,1.0,12,21Mbps,1275,125,8%,1.56M,69057,0.5042139,31.2,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,373ns,n/a,0,4.5ms,4.5ms,4.29ms,4.01ms,4.5ms,3.94ms,-0.19700003,0,4601,-105.0,-10.5,18.0,6.0,2.5,21.0,0.0,1.54
2025-06-05 15:42:56.605567,51,1400,600,0,0,49,0,1,0.0917,0,0,1,13usec,36usec,12.1,21Mbps,373kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,6,1.0,11,21Mbps,1341,59,4%,1.53M,69088,1.1662256,31.1,ovl,1,27,373kbps,55,0,0%,385,0,41,0,0,0,0,0,380ns,n/a,0,4.45ms,4.5ms,4.26ms,4ms,4ms,3.95ms,-0.19700003,0,4601,-105.0,-10.5,18.0,6.0,2.5,21.0,0.0,1.54
2025-06-05 15:42:57.605558,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,40usec,117.11,23Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,7,1.0,13,23Mbps,1257,143,10%,1.62M,69075,0.9902636,31.2,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,385ns,n/a,0,4.47ms,4.5ms,4.28ms,4.02ms,4.5ms,3.94ms,-0.19700003,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,1.54
2025-06-05 15:42:58.605535,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,42usec,197.13,21Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,7,1.0,12,21Mbps,1251,149,10%,1.57M,69016,0.7552508,31.8,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,261ns,n/a,0,4.49ms,4.5ms,4.28ms,4.01ms,4.5ms,3.94ms,-0.19700003,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,1.55
2025-06-05 15:42:59.605586,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,36usec,233.4,21Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,7,1.0,12,21Mbps,1249,151,10%,1.62M,69057,0.5012361,32.0,ovl,1,27,339kbps,50,0,0%,350,0,50,2,0,0,0,0,157ns,n/a,0,4.48ms,4.5ms,4.23ms,4.05ms,4.5ms,3.94ms,-0.19700003,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,1.55
2025-06-05 15:43:00.605515,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,34usec,341.16,21Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,7,1.0,12,21Mbps,1275,125,8%,1.6M,69078,0.5052211,32.0,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,137ns,n/a,0,4.49ms,4.5ms,4.24ms,4.02ms,4.5ms,3.94ms,-0.19700003,0,4601,-105.0,-10.5,18.0,6.0,2.25,18.9,0.0,1.56
