# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"debug","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"info","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,prf,gain,cFreq,PW,T,bw,sampRate,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_prf,ue_gain,ue_cFreq,ue_PW,ue_T,ue_bw,ue_sampRate,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-06 15:48:15.155236,51,1400,600,0,0,1,1,0.0486,0.0633,0,0,1,7usec,39usec,745.0,353kbps,317kbps,4.5ms,4.5ms,4ms,0x4609,740.18,ue_reconf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4609,1,5,1.0,4,354kbps,65,2,2%,25.3k,2339,0.020000005,20.9,-21.1,1,23,317kbps,26,12,31%,680,2.01k,13,0,0,0,0,0,-1.1720003,292ns,n/a,-13,4.5ms,4.5ms,4.49ms,4.08ms,4.5ms,3.98ms,,,,,,,,8,4609,-124.0,-14.0,0.0,6.0,882.0,7.23,0.0,72.4
2025-06-06 15:48:16.155351,51,1400,600,0,0,43,5,0.889,0.247,0,0,1,12usec,42usec,903.16,7.2Mbps,844kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4609,1,3,1.0,4,7.2Mbps,1217,19,1%,70.3k,60704,0.9289915,17.2,-24.6,1,17,844kbps,92,56,37%,3226,2.01k,40,0,0,0,0,0,-5,227ns,n/a,-14,4.49ms,4.5ms,4.45ms,4.05ms,4.5ms,3.96ms,,,,,,,,8,4609,-123.0,-14.0,1.0,6.0,1.12,9.43,0.0,124.0
2025-06-06 15:48:17.155382,51,1400,600,0,0,49,1,1,0.168,0,0,1,13usec,36usec,1013.10,8.6Mbps,337kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4609,1,3,1.0,4,8.6Mbps,1270,130,9%,106k,69132,0.90298223,20.9,-21.7,1,19,337kbps,68,33,32%,1101,0,35,0,0,0,0,0,-4.9930005,142ns,n/a,-11,4.47ms,4.5ms,4.37ms,4.01ms,4.5ms,3.96ms,,,,,,,,8,4609,-124.0,-14.5,-0.5,6.0,768.0,6.29,0.0,157.0
2025-06-06 15:48:18.155322,51,1400,600,0,0,49,3,1,0.165,0,0,1,13usec,40usec,16.16,5.7Mbps,242kbps,5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,5ms,,4ms,,,,4609,1,2,1.0,3,5.7Mbps,1280,120,8%,138k,69132,0.97398096,11.5,-26.0,1,11,243kbps,90,9,9%,1863,0,46,0,0,0,3,2,-4.9950004,169ns,n/a,-12,4.48ms,4.5ms,4.33ms,4.03ms,4.5ms,3.95ms,,,,,,,,8,4609,-124.0,-14.5,-0.5,6.0,640.0,5.24,0.0,187.0
2025-06-06 15:48:19.155458,51,1400,600,0,0,49,0,1,0.09,0,0,1,12usec,40usec,107.14,4.6Mbps,233kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4609,1,2,1.0,2,4.6Mbps,1240,160,11%,192k,69021,0.7129672,24.4,-17.9,1,25,234kbps,50,4,7%,289,0,50,0,1,1,1,0,-4.9930005,148ns,n/a,-20,4.47ms,4.5ms,4.29ms,4.01ms,4.5ms,3.96ms,,,,,,,,8,4609,-127.0,-17.0,-4.0,6.0,384.0,3.15,0.0,204.0
2025-06-06 15:48:20.155465,51,1400,600,0,0,49,0,1,0.09,0,0,1,19usec,900usec,270.5,3.3Mbps,204kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4609,1,2,1.0,1,3.3Mbps,1255,145,10%,206k,69042,0.6159679,21.3,-21.5,1,21,204kbps,46,8,14%,338,0,47,6,8,1,1,0,-4.9940004,157ns,n/a,-14,4.46ms,4.5ms,4.31ms,4.01ms,4.5ms,3.92ms,,,,,,,,8,4609,-128.0,-16.5,-4.0,6.0,256.0,2.1,0.0,216.0
2025-06-06 15:48:21.155362,51,1400,600,0,0,49,0,1,0.0917,0,0,1,14usec,235usec,292.16,1.9Mbps,170kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4609,1,1,1.0,0,1.9Mbps,1022,378,27%,222k,69050,1.0169641,16.6,-25.3,1,17,171kbps,40,15,27%,433,0,46,57,24,24,8,0,-4.9960003,170ns,n/a,-14,4.49ms,4.5ms,4.35ms,4.01ms,4.5ms,3.95ms,,,,,,,,8,4609,-130.0,-19.0,-7.0,6.0,256.0,2.1,0.0,226.0
2025-06-06 15:48:22.155404,51,1400,600,0,0,49,0,1,0.0917,0,0,1,13usec,34usec,438.3,1.8Mbps,211kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4609,1,1,1.0,0,1.8Mbps,1108,292,20%,235k,68923,0.6189573,18.6,-23.9,1,17,212kbps,47,8,14%,556,0,45,32,19,19,2,2,-4.9800014,154ns,n/a,-14,4.49ms,4.5ms,4.36ms,4.01ms,4.5ms,3.95ms,,,,,,,,8,4609,-130.0,-18.0,-6.0,6.0,384.0,3.15,0.0,261.0
2025-06-06 15:48:23.155278,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,34usec,533.0,3.2Mbps,209kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4609,1,2,1.0,1,3.2Mbps,1267,133,9%,275k,69121,0.620942,21.8,-20.8,1,18,210kbps,48,2,4%,362,0,49,7,0,0,0,0,-4.988001,188ns,n/a,-14,4.5ms,4.5ms,4.36ms,4.01ms,4.5ms,3.95ms,,,,,,,,8,4609,-127.0,-17.0,-4.0,6.0,512.0,4.19,0.0,337.0
2025-06-06 15:48:24.155490,51,1400,600,0,0,49,0,1,0.0933,0,0,1,13usec,39usec,630.16,2.9Mbps,233kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4609,1,2,1.0,1,2.9Mbps,1271,129,9%,357k,69132,0.72892654,24.3,-18.8,1,24,234kbps,50,6,10%,316,0,50,7,4,4,0,0,-4.999,183ns,n/a,-15,4.5ms,4.5ms,4.34ms,4ms,4ms,3.95ms,,,,,,,,8,4609,-128.0,-16.5,-4.0,6.0,768.0,6.29,0.0,465.0
2025-06-06 15:48:25.155344,51,1400,600,0,4,49,0,0.995,0.102,0,0,1,12usec,35usec,705.16,4.8Mbps,221kbps,12ms,4.5ms,7ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12ms,,,,,,,,,,,,,,,,,,,,,,,,,,12ms,,7ms,,,,4609,1,2,1.0,3,4.8Mbps,1198,189,13%,490k,68694,0.17392232,24.3,-18.1,1,24,222kbps,48,12,20%,329,0,49,4,2,0,4,0,-4.9940004,140ns,n/a,-10,4.45ms,4.5ms,4.48ms,4.5ms,12ms,3.96ms,,,,,,,,8,4609,-125.0,-15.5,-1.5,6.0,640.0,5.24,0.0,590.0
2025-06-06 15:48:26.155218,51,1400,600,0,0,49,0,1,0.0933,0,0,1,13usec,52usec,812.3,4.6Mbps,226kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4609,1,2,1.0,2,4.6Mbps,1303,97,6%,620k,69122,,25.1,-18.1,1,25,227kbps,49,7,12%,289,0,49,0,0,0,0,0,-4.999,149ns,n/a,-12,4.45ms,4.5ms,4.34ms,4.04ms,4.5ms,3.95ms,,,,,,,,8,4609,-126.0,-15.5,-2.0,6.0,896.0,7.34,0.0,749.0
2025-06-06 15:48:27.155358,51,1400,600,0,0,49,0,1,0.09,0,0,1,12usec,32usec,894.5,5.0Mbps,223kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4609,1,2,1.0,2,5.0Mbps,1271,129,9%,788k,69027,0.44992524,24.6,-18.6,1,25,224kbps,51,3,5%,266,0,49,0,0,0,0,0,-4.9770017,157ns,n/a,-13,4.49ms,4.5ms,4.37ms,4ms,4ms,3.95ms,,,,,,,,8,4609,-126.0,-15.5,-2.0,6.0,896.0,7.34,0.0,931.0
2025-06-06 15:48:28.155238,51,1400,600,0,0,49,0,1,0.09,0,0,1,12usec,35usec,64.5,5.3Mbps,223kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4609,1,2,1.0,2,5.3Mbps,1349,51,3%,1e+03k,69041,1.2109263,24.0,-19.2,1,24,223kbps,51,3,5%,285,0,49,0,0,0,0,0,-4.997,166ns,n/a,-12,4.48ms,4.5ms,4.39ms,4.02ms,4.5ms,3.95ms,,,,,,,,8,4609,-126.0,-15.5,-1.5,6.0,1.0,8.39,0.0,1.11
2025-06-06 15:48:29.155301,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,36usec,107.10,5.1Mbps,215kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4609,1,2,1.0,3,5.1Mbps,1212,188,13%,1.21M,69101,0.64092743,23.4,-19.7,1,22,215kbps,49,1,2%,280,0,49,0,0,0,0,0,-4.974002,171ns,n/a,-10,4.49ms,4.5ms,4.38ms,4.01ms,4.5ms,3.95ms,,,,,,,,8,4609,-125.0,-15.5,-1.5,6.0,640.0,5.24,0.0,1.32
2025-06-06 15:48:30.155202,51,1400,600,0,0,49,1,1,0.133,0,0,1,13usec,41usec,262.6,4.9Mbps,228kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4609,1,2,1.0,2,4.9Mbps,1306,94,6%,1.4M,69153,0.96992415,18.2,-23.4,1,19,228kbps,55,25,31%,976,0,48,0,0,0,1,1,,178ns,n/a,-11,4.49ms,4.5ms,4.41ms,4.04ms,4.5ms,3.96ms,,,,,,,,8,4609,-126.0,-16.0,-2.0,6.0,256.0,4.5,0.0,1.48
2025-06-06 15:48:31.155265,51,1400,600,0,0,49,0,1,0.108,0,0,1,13usec,39usec,280.3,8.1Mbps,283kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4609,1,3,1.0,4,8.1Mbps,1231,169,12%,1.56M,69132,0.5699443,24.8,-17.3,1,24,283kbps,58,7,10%,398,0,44,0,0,0,0,0,-4.9920006,221ns,n/a,-6,4.48ms,4.5ms,4.25ms,4ms,4ms,3.96ms,,,,,,,,8,4609,-122.0,-14.0,3.0,,,,,
2025-06-06 15:48:32.155263,51,1400,600,0,0,0,0,0.542,0.0917,0,0,0,10usec,35usec,397.16,,,,,,0x4609,421.4,ue_reconf,0x4609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4609,-122.0,-15.0,2.0,,,,,
2025-06-06 15:48:33.155290,51,1400,600,0,0,0,0,0,0,0,0,0,4usec,19usec,563.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,60,3410100000.0,0.0001,20,2000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
